date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:41:52	19235/19235	---M--	200	added ('OK')	text/html	etag:%2263e40de8-4b23%22	https://books.toscrape.com/catalogue/the-dinner-party_635/index.html	C:/My%20Web%20Sites/booktoscrape/books.toscrape.com/catalogue/the-dinner-party_635/index.html	(from https://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html)
11:41:52	8243/8243	---M--	200	added ('OK')	image/jpeg	etag:%2263e40de9-2033%22	https://books.toscrape.com/media/cache/ba/76/ba761d23c5c0e5a0638e04739c69c5d0.jpg	C:/My%20Web%20Sites/booktoscrape/books.toscrape.com/media/cache/ba/76/ba761d23c5c0e5a0638e04739c69c5d0.jpg	(from https://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html)
11:41:53	18544/18544	---M--	200	added ('OK')	text/html	etag:%2263e40de8-4870%22	https://books.toscrape.com/catalogue/the-improbability-of-love_607/index.html	C:/My%20Web%20Sites/booktoscrape/books.toscrape.com/catalogue/the-improbability-of-love_607/index.html	(from https://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html)
11:41:53	7734/7734	---M--	200	added ('OK')	image/jpeg	etag:%2263e40de8-1e36%22	https://books.toscrape.com/media/cache/06/49/06493269f6893cfd24b650f66df51882.jpg	C:/My%20Web%20Sites/booktoscrape/books.toscrape.com/media/cache/06/49/06493269f6893cfd24b650f66df51882.jpg	(from https://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html)
11:41:53	18964/18964	---M--	200	added ('OK')	text/html	etag:%2263e40de8-4a14%22	https://books.toscrape.com/catalogue/mothering-sunday_600/index.html	C:/My%20Web%20Sites/booktoscrape/books.toscrape.com/catalogue/mothering-sunday_600/index.html	(from https://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html)
11:41:53	5470/5470	---M--	200	added ('OK')	image/jpeg	etag:%2263e40de9-155e%22	https://books.toscrape.com/media/cache/a8/84/a8843a3fe1a40d5c7df60bbb8cd76ecd.jpg	C:/My%20Web%20Sites/booktoscrape/books.toscrape.com/media/cache/a8/84/a8843a3fe1a40d5c7df60bbb8cd76ecd.jpg	(from https://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html)
11:41:53	18620/18620	---M--	200	added ('OK')	text/html	etag:%2263e40de8-48bc%22	https://books.toscrape.com/catalogue/lies-and-other-acts-of-love_596/index.html	C:/My%20Web%20Sites/booktoscrape/books.toscrape.com/catalogue/lies-and-other-acts-of-love_596/index.html	(from https://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html)
11:41:54	8004/8004	---M--	200	added ('OK')	image/jpeg	etag:%2263e40de8-1f44%22	https://books.toscrape.com/media/cache/29/88/2988f5fb3dfd95214dba2ecb2d496c94.jpg	C:/My%20Web%20Sites/booktoscrape/books.toscrape.com/media/cache/29/88/2988f5fb3dfd95214dba2ecb2d496c94.jpg	(from https://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html)
11:41:54	21196/21196	---M--	200	added ('OK')	text/html	etag:%2263e40de8-52cc%22	https://books.toscrape.com/catalogue/daredevils_590/index.html	C:/My%20Web%20Sites/booktoscrape/books.toscrape.com/catalogue/daredevils_590/index.html	(from https://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html)
11:41:54	9764/9764	---M--	200	added ('OK')	image/jpeg	etag:%2263e40de8-2624%22	https://books.toscrape.com/media/cache/31/71/31715c5e3b53bf1e2f41e394f024a8c4.jpg	C:/My%20Web%20Sites/booktoscrape/books.toscrape.com/media/cache/31/71/31715c5e3b53bf1e2f41e394f024a8c4.jpg	(from https://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html)
11:41:54	18626/18626	---M--	200	added ('OK')	text/html	etag:%2263e40de8-48c2%22	https://books.toscrape.com/catalogue/112263_583/index.html	C:/My%20Web%20Sites/booktoscrape/books.toscrape.com/catalogue/112263_583/index.html	(from https://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html)
11:41:55	11213/11213	---M--	200	added ('OK')	image/jpeg	etag:%2263e40de9-2bcd%22	https://books.toscrape.com/media/cache/f6/c5/f6c5d27eacb123238f28a32263694d74.jpg	C:/My%20Web%20Sites/booktoscrape/books.toscrape.com/media/cache/f6/c5/f6c5d27eacb123238f28a32263694d74.jpg	(from https://books.toscrape.com/catalogue/category/books/fiction_10/page-2.html)
